#{"t_start": 1786136723.0179954, "env_id": "FetchReachDense-v3"}
r,l,t,is_success
-9.363586,50,6.008336,0.0
-10.181376,50,6.084266,0.0
-7.571049,50,6.158843,0.0
-11.851087,50,6.235537,0.0
-19.350469,50,6.321329,0.0
-13.527978,50,6.398101,0.0
-13.26357,50,6.473949,0.0
-18.126958,50,6.548408,0.0
-11.159004,50,6.627433,0.0
-7.629619,50,6.706414,0.0
-4.291319,50,6.782061,0.0
-14.739996,50,6.860228,0.0
-7.976643,50,6.939789,0.0
-11.295655,50,7.016975,0.0
-11.131208,50,7.093495,0.0
-12.613463,50,7.172267,0.0
-9.219909,50,7.253738,0.0
-11.43688,50,7.331874,0.0
-11.208134,50,7.406386,0.0
-11.302011,50,7.481451,0.0
-13.358727,50,8.153986,0.0
-7.690603,50,8.6128,0.0
-15.25461,50,9.07481,0.0
-8.941953,50,9.536043,0.0
-14.763845,50,10.01649,0.0
-4.377596,50,10.482666,0.0
-8.801502,50,10.952354,0.0
-13.061376,50,11.417065,0.0
-14.177765,50,11.893678,0.0
-5.125102,50,12.500486,0.0
-11.876357,50,12.963783,0.0
-13.90652,50,13.418826,0.0
-10.618881,50,13.88333,0.0
-16.909867,50,14.344832,0.0
-11.724148,50,14.804177,0.0
-9.579981,50,15.26397,0.0
-13.194887,50,15.736307,0.0
-12.776788,50,16.202099,0.0
-11.414539,50,16.667618,0.0
-10.296574,50,17.135471,0.0
-6.547221,50,19.664248,0.0
-11.445159,50,20.134092,0.0
-13.91443,50,20.604134,0.0
-13.29303,50,21.073996,0.0
-5.814331,50,21.54529,0.0
-8.842079,50,22.018927,0.0
-7.055742,50,22.489826,0.0
-13.489243,50,22.961646,0.0
-5.037179,50,23.438352,0.0
-7.522747,50,23.909838,0.0
-7.7332,50,24.382127,1.0
-18.320777,50,24.85447,0.0
-5.936587,50,25.330064,0.0
-10.725693,50,25.798532,0.0
-8.738493,50,26.273976,0.0
-7.301344,50,26.745204,0.0
-8.738543,50,27.225973,0.0
-7.981935,50,27.698304,0.0
-6.177532,50,28.162523,0.0
-9.14402,50,28.637352,0.0
-12.286738,50,29.116974,0.0
-5.88084,50,29.58385,0.0
-5.42049,50,30.048427,0.0
-7.492415,50,30.521782,0.0
-6.410315,50,31.002586,1.0
-6.07265,50,31.473573,0.0
-9.758343,50,31.938396,0.0
-6.3826,50,32.410522,0.0
-5.520546,50,32.891481,0.0
-9.258862,50,33.3609,0.0
-5.074802,50,33.832471,0.0
-4.448989,50,34.305016,1.0
-4.307917,50,34.778176,0.0
-4.399196,50,35.239542,0.0
-3.555201,50,35.703962,1.0
-7.876692,50,36.168187,0.0
-3.732199,50,36.663079,1.0
-2.995405,50,37.12925,0.0
-3.17046,50,37.593122,0.0
-2.580093,50,38.061693,0.0
-2.590021,50,40.62616,1.0
-4.297824,50,41.089505,0.0
-2.429573,50,41.551031,1.0
-4.901817,50,42.014181,0.0
-4.247098,50,42.489256,0.0
-3.74299,50,42.958184,1.0
-4.865088,50,43.422632,0.0
-4.05997,50,43.888717,0.0
-4.069128,50,44.361584,0.0
-3.114237,50,44.824016,1.0
-2.431649,50,45.290196,0.0
-3.708532,50,45.752704,0.0
-5.870138,50,46.226133,0.0
-4.910208,50,46.689089,0.0
-3.344246,50,47.156271,0.0
-3.279534,50,47.619284,1.0
-3.436728,50,48.089264,0.0
-4.319411,50,48.552575,1.0
-1.956002,50,49.015325,1.0
-3.136117,50,49.481785,0.0
-2.456859,50,49.959576,1.0
-2.463864,50,50.42113,1.0
-2.637756,50,50.887637,1.0
-3.728986,50,51.350538,0.0
-2.8185,50,51.823771,1.0
-3.05099,50,52.289604,1.0
-2.31708,50,52.751343,1.0
-2.409846,50,53.214746,1.0
-2.383673,50,53.690279,1.0
-2.015729,50,54.154157,1.0
-3.306563,50,54.615785,1.0
-1.438611,50,55.081556,1.0
-2.012828,50,55.55844,1.0
-1.569098,50,56.021563,1.0
-3.208605,50,56.48325,1.0
-1.761137,50,56.950446,0.0
-3.095998,50,57.421129,0.0
-1.514334,50,57.882013,1.0
-2.356287,50,58.343562,0.0
-1.614936,50,58.805279,1.0
-2.104008,50,61.421838,1.0
-1.750061,50,61.891495,1.0
-1.7389,50,62.352506,1.0
-2.93771,50,62.814977,0.0
-1.447817,50,63.292342,1.0
-1.538762,50,63.754475,1.0
-1.508903,50,64.215211,1.0
-1.981725,50,64.687934,1.0
-1.607656,50,65.161275,1.0
-1.815508,50,65.626864,1.0
-1.486037,50,66.085575,1.0
-2.248302,50,66.557124,1.0
-1.450845,50,67.027322,1.0
-1.814392,50,67.484915,1.0
-1.210704,50,67.951457,1.0
-1.646482,50,68.419717,1.0
-1.995909,50,68.886495,0.0
-1.394345,50,69.351958,1.0
-3.180288,50,69.812383,0.0
-1.837582,50,70.270867,1.0
-1.323225,50,70.738615,1.0
-1.176932,50,71.196567,1.0
-1.279927,50,71.660061,1.0
-1.239296,50,72.117424,1.0
-2.06501,50,72.597957,1.0
-2.084165,50,73.072966,0.0
-1.936883,50,73.539475,1.0
-2.386099,50,74.011261,1.0
-1.389512,50,74.488303,1.0
-1.49718,50,74.952497,1.0
-2.392839,50,75.414074,0.0
-2.720006,50,75.870897,1.0
-2.813636,50,76.341036,1.0
-1.230326,50,76.799773,1.0
-2.004719,50,77.2619,1.0
-1.323266,50,77.725956,1.0
-1.362974,50,78.19595,1.0
-2.043119,50,78.656031,1.0
-2.206454,50,79.113515,0.0
-2.146073,50,79.584835,1.0
-2.393304,50,82.173121,1.0
-1.945693,50,82.63649,1.0
-1.442229,50,83.101901,0.0
-1.614015,50,83.573781,1.0
-1.982297,50,84.049064,1.0
-2.075769,50,84.51821,1.0
-2.047107,50,84.988926,1.0
-2.020294,50,85.457759,1.0
-2.293679,50,85.934927,1.0
-1.288089,50,86.402287,1.0
-1.433052,50,86.867429,1.0
-1.781112,50,87.334353,1.0
-1.30166,50,87.810135,1.0
-1.443002,50,88.282087,1.0
-1.772368,50,88.749922,1.0
-1.354227,50,89.2229,1.0
-1.200975,50,89.699621,1.0
-1.169844,50,90.165392,1.0
-1.798446,50,90.631883,0.0
-1.825826,50,91.105904,1.0
-1.20831,50,91.587834,1.0
-2.243435,50,92.055935,0.0
-1.306094,50,92.525643,1.0
-1.764722,50,92.990732,1.0
-3.20112,50,93.477264,1.0
-1.086036,50,93.942279,1.0
-1.070041,50,94.409074,1.0
-1.025256,50,94.874194,1.0
-1.48471,50,95.353702,1.0
-2.217819,50,95.833344,1.0
-1.576035,50,96.301544,1.0
-1.768228,50,96.769789,1.0
-1.40145,50,97.250579,1.0
-1.431583,50,97.718062,1.0
-1.529256,50,98.185239,1.0
-1.28436,50,98.652051,1.0
-1.345722,50,99.129899,1.0
-1.358768,50,99.604646,1.0
-2.250838,50,100.080652,1.0
-1.767451,50,100.54786,1.0
-1.365496,50,103.095312,1.0
-1.284585,50,103.556576,1.0
-1.455093,50,104.014063,1.0
-1.112803,50,104.472142,1.0
-1.204137,50,104.938338,1.0
-1.382529,50,105.406119,1.0
-1.232939,50,105.864327,1.0
-1.151902,50,106.320063,1.0
-1.609193,50,106.788796,1.0
-1.713125,50,107.245831,1.0
-1.560937,50,107.710455,1.0
-1.637361,50,108.167261,1.0
-1.343195,50,108.640308,1.0
-1.525789,50,109.098987,1.0
-1.13447,50,109.559235,1.0
-1.88964,50,110.017126,1.0
-1.385708,50,110.488125,1.0
-1.222817,50,110.945175,1.0
-1.384795,50,111.403109,1.0
-1.433347,50,111.861434,1.0
-1.970701,50,112.330276,1.0
-1.708755,50,112.78628,0.0
-1.366299,50,113.246236,1.0
-1.649281,50,113.707625,1.0
-1.238023,50,114.176484,1.0
