#{"t_start": 1786140094.4765403, "env_id": "FetchReachDense-v3"}
r,l,t,is_success
-12.21045,50,6.011395,0.0
-6.145899,50,6.08606,0.0
-10.381237,50,6.165427,0.0
-10.833525,50,6.242323,0.0
-7.306773,50,6.32714,0.0
-8.172321,50,6.406744,0.0
-6.295972,50,6.482765,0.0
-11.939302,50,6.559755,0.0
-12.102363,50,6.640617,0.0
-6.483206,50,6.715598,0.0
-5.634462,50,6.792063,0.0
-8.361389,50,6.86967,0.0
-8.621702,50,6.949903,0.0
-14.323341,50,7.026153,0.0
-14.817409,50,7.104912,0.0
-6.561604,50,7.179742,0.0
-5.326955,50,7.261044,0.0
-7.722216,50,7.338575,0.0
-9.160267,50,7.413993,0.0
-3.263651,50,7.49003,0.0
-12.925513,50,8.703319,0.0
-4.699398,50,9.21701,0.0
-6.262675,50,9.728994,0.0
-9.711112,50,10.240177,0.0
-10.690522,50,10.759669,0.0
-12.075855,50,11.269865,0.0
-7.181579,50,11.7812,0.0
-6.787301,50,12.293074,0.0
-6.830746,50,12.814017,0.0
-6.288924,50,13.327536,0.0
-10.292739,50,13.835734,0.0
-9.375662,50,14.349318,0.0
-5.204679,50,14.871884,0.0
-10.113187,50,15.381368,0.0
-10.574032,50,15.890605,0.0
-11.525885,50,16.403456,0.0
-5.989914,50,16.921836,0.0
-10.500635,50,17.435421,0.0
-10.233531,50,17.942171,0.0
-10.042731,50,18.449008,0.0
-3.645982,50,20.965967,1.0
-10.473166,50,21.479246,0.0
-17.530244,50,21.988714,0.0
-9.58087,50,22.499397,0.0
-8.961889,50,23.024776,0.0
-9.752584,50,23.53864,0.0
-5.382979,50,24.048257,0.0
-5.765334,50,24.559799,0.0
-10.732519,50,25.082764,0.0
-14.130382,50,25.603979,0.0
-6.455373,50,26.122595,0.0
-9.64193,50,26.638237,0.0
-7.560092,50,27.162325,0.0
-9.24655,50,27.673159,0.0
-5.948694,50,28.179282,0.0
-10.489039,50,28.688085,0.0
-9.309978,50,29.215143,0.0
-10.269832,50,29.722207,0.0
-6.362131,50,30.229079,0.0
-12.350786,50,30.736255,0.0
-12.889672,50,31.252084,0.0
-9.679986,50,31.758368,0.0
-11.279353,50,32.264095,0.0
-6.503917,50,32.771319,0.0
-5.537412,50,33.308074,0.0
-18.051863,50,33.832432,0.0
-15.848381,50,34.354908,0.0
-12.612123,50,34.886559,0.0
-9.747389,50,35.420957,0.0
-7.60879,50,35.943363,0.0
-3.673854,50,36.457321,0.0
-11.837783,50,36.976932,0.0
-5.448917,50,37.504161,0.0
-7.669238,50,38.017448,0.0
-5.565247,50,38.533923,0.0
-6.835802,50,39.044377,0.0
-8.719157,50,39.565773,0.0
-9.178936,50,40.082074,0.0
-5.993198,50,40.588216,1.0
-7.946961,50,41.09409,0.0
-10.31234,50,43.603241,0.0
-5.868961,50,44.109272,0.0
-8.283942,50,44.613636,0.0
-6.03778,50,45.122758,1.0
-5.499054,50,45.637254,0.0
-10.597689,50,46.138847,0.0
-13.908448,50,46.64027,0.0
-2.989242,50,47.143236,0.0
-9.24805,50,47.659641,0.0
-4.786719,50,48.16854,0.0
-3.423494,50,48.673081,0.0
-3.570584,50,49.179428,0.0
-4.864748,50,49.698753,0.0
-3.559821,50,50.202912,0.0
-3.189119,50,50.711897,0.0
-2.188321,50,51.217751,0.0
-2.905151,50,51.736735,1.0
-2.449298,50,52.242593,0.0
-2.634199,50,52.751578,0.0
-2.404312,50,53.259812,1.0
-2.572682,50,53.780279,1.0
-1.999149,50,54.285154,1.0
-2.377329,50,54.795374,1.0
-2.194372,50,55.309724,1.0
-2.839192,50,55.830463,1.0
-2.647844,50,56.344309,0.0
-1.989892,50,56.85459,0.0
-2.111665,50,57.360539,0.0
-1.997864,50,57.876028,1.0
-2.20003,50,58.383584,1.0
-1.987813,50,58.890908,1.0
-2.11934,50,59.397779,1.0
-2.307151,50,59.913736,1.0
-2.014193,50,60.418313,0.0
